Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
February,93021,UK,california,3273,ventura,Policy & Strategy
February,93546,UK,california,3600,mono,Strategic Director Border
February,91361,UK,california,34609,los angeles,Strategic Director Border
February,91362,UK,california,38695,ventura,HMIC
February,90265,UK,california,72217,los angeles,Finance & Commercial Group
March,97801,UK,oregon,1000,umatilla,Immigration Group
March,93065,UK,california,14910,ventura,International Directorate
February,91377,UK,california,14050,ventura,Science & Research Group
June,91301,UK,california,8275,los angeles,Criminal & Detention Group
June,99166,UK,washington,1000,okanogan,Criminal & Detention Group
February,93063,EEA,california,2110,ventura,Strategic Director Border
February,89406,UK,nevada,60223,churchill,Strategic Director Border
February,91302,UK,california,141940,los angeles,Strategy & Reform Directorate
February,91384,UK,california,365,los angeles,HROD
March,91307,UK,california,8275,los angeles,OSCT
February,91304,UK,california,15560,ventura,Strategic Director Border
March,91367,UK,california,70281,los angeles,Immigration Group
February,93208,UK,california,1000,tulare,Strategic Director Border
February,91303,UK,california,227,los angeles,Science & Research Group
February,91364,UK,california,37200,los angeles,Finance & Commercial Group
February,90290,UK,california,4250,los angeles,UKBA
February,91311,UK,california,15010,ventura,Resource Management Group
February,91381,UK,california,6350,los angeles,Policy & Strategy
February,91306,UK,california,5026,los angeles,Immigration Group
February,91355,UK,california,17430,los angeles,SIG
February,91354,UK,california,2690,los angeles,Strategic Director Border
February,91324,UK,california,5300,los angeles,OSCT
February,91326,UK,california,12618,los angeles,Policy & Strategy
March,91356,UK,california,22228,los angeles,Science & Research Group
February,91335,UK,california,15308,los angeles,Immigration Group
February,90272,UK,california,163994,los angeles,Immigration Group
February,91325,UK,california,3020,los angeles,Immigration Group
March,91316,UK,california,47743,los angeles,OSCT
March,91321,UK,california,2800,los angeles,HMIC
February,90402,UK,california,254971,los angeles,International Group
February,91344,UK,california,13555,los angeles,Resource Management Group
February,91406,UK,california,6964,los angeles,Strategic Director Border
February,90401,UK,california,34863,los angeles,Immigration Group
February,90403,UK,california,32678,los angeles,Strategic Director Border
March,91436,UK,california,211762,los angeles,HROD
February,91343,UK,california,3252,los angeles,HMIC
February,90049,UK,california,284533,los angeles,Criminal & Detention Group
February,90404,UK,california,23310,los angeles,Strategic Director Border
February,90405,UK,california,86435,los angeles,Immigration Group
February,90291,UK,california,32405,los angeles,Strategic Director Border
February,91403,EEA,california,63830,los angeles,SIG
February,91345,UK,california,1500,los angeles,Policy & Strategy
February,91411,UK,california,260,los angeles,OSCT
February,90292,EEA,california,48320,los angeles,Strategic Director Border
March,90077,UK,california,88318,los angeles,OSCT
February,91405,UK,california,340,los angeles,HMIC
March,90025,UK,california,129411,los angeles,Criminal & Detention Group
February,91351,UK,california,1075,los angeles,Immigration Group
March,91402,UK,california,13725,los angeles,Strategic Director Border
March,90293,UK,california,8951,los angeles,Policy & Strategy
February,91340,UK,california,1300,los angeles,Resource Management Group
February,93238,UK,california,200,tulare,HROD
February,90024,UK,california,217874,los angeles,UKBA
February,91401,UK,california,5453,los angeles,Strategic Director Border
February,91423,UK,california,51395,los angeles,Resource Management Group
March,99169,UK,washington,250,adams,OSCT
February,90066,UK,california,8297,los angeles,Criminal & Detention Group
March,91342,UK,california,3500,los angeles,Immigration Group
February,90064,UK,california,153200,los angeles,HROD
March,91350,UK,california,250,los angeles,Resource Management Group
February,91331,UK,california,5305,los angeles,Immigration Group
March,91387,UK,california,9000,los angeles,UKBA
March,90067,UK,california,315440,los angeles,Criminal & Detention Group
February,90245,UK,california,11720,los angeles,UKBA
February,90210,UK,california,448077,los angeles,Strategic Director Border
March,90266,Non EEA,california,117010,los angeles,International Group
February,90212,UK,california,134145,los angeles,Strategy & Reform Directorate
February,90230,UK,california,6980,los angeles,UKBA
March,91605,UK,california,5773,los angeles,HROD
February,91607,UK,california,14340,los angeles,International Directorate
March,90254,UK,california,30230,los angeles,Science & Research Group
March,90034,UK,california,17655,los angeles,Strategic Director Border
February,90045,UK,california,29290,los angeles,Strategic Director Border
February,91604,UK,california,34527,los angeles,Strategic Director Border
March,90232,UK,california,34455,los angeles,Science & Research Group
February,91606,UK,california,1022,los angeles,Strategic Director Border
March,90274,UK,california,127744,los angeles,International Group
February,93514,UK,california,176,mono,Strategic Director Border
February,90035,UK,california,27599,los angeles,Science & Research Group
March,90277,UK,california,6466,los angeles,Science & Research Group
February,90211,UK,california,46350,los angeles,Criminal & Detention Group
April,90069,UK,california,99884,los angeles,OSCT
March,90048,UK,california,172366,los angeles,Immigration Group
February,91601,UK,california,6,los angeles,HMIC
February,90278,UK,california,8155,los angeles,International Group
March,90056,UK,california,7825,los angeles,HROD
March,91602,UK,california,73850,los angeles,Strategic Director Border
February,90275,UK,california,42570,los angeles,Strategic Director Border
February,90046,UK,california,148302,los angeles,Policy & Strategy
March,90301,UK,california,1315,los angeles,Strategic Director Border
March,90503,UK,california,10166,los angeles,International Group
March,90302,UK,california,10,los angeles,Criminal & Detention Group
March,90016,UK,california,2392,los angeles,Immigration Group
February,90505,UK,california,16400,los angeles,Strategic Director Border
March,90250,UK,california,6121,los angeles,Immigration Group
March,91608,UK,california,13000,los angeles,Science & Research Group
February,90036,UK,california,158275,los angeles,Strategic Director Border
February,91505,UK,california,11325,los angeles,Strategic Director Border
February,90019,UK,california,18735,los angeles,Strategy & Reform Directorate
March,90068,UK,california,19713,los angeles,Immigration Group
March,90008,UK,california,27625,los angeles,Science & Research Group
March,90043,UK,california,5228,los angeles,International Group
February,90303,UK,california,2950,los angeles,Strategic Director Border
February,90504,UK,california,1525,los angeles,HROD
March,91504,UK,california,7950,los angeles,Strategic Director Border
February,90038,UK,california,2950,los angeles,Strategic Director Border
March,90028,UK,california,15858,los angeles,OSCT
February,93536,UK,california,10515,los angeles,Strategic Director Border
February,90305,UK,california,4750,los angeles,Immigration Group
February,91506,UK,california,450,los angeles,Strategic Director Border
February,90249,UK,california,1465,los angeles,Science & Research Group
February,91040,UK,california,3000,los angeles,Science & Research Group
February,90018,UK,california,11025,los angeles,Strategic Director Border
March,90010,UK,california,88470,los angeles,HROD
March,90501,UK,california,6650,los angeles,HROD
March,90732,UK,california,15025,los angeles,Science & Research Group
February,90047,UK,california,1650,los angeles,Science & Research Group
February,91502,UK,california,2125,los angeles,Strategic Director Border
February,90020,UK,california,17483,los angeles,HMIC
March,90005,UK,california,20100,los angeles,Strategic Director Border
February,90004,UK,california,46178,los angeles,Strategic Director Border
February,91501,UK,california,3650,los angeles,Group HR
March,91390,UK,california,3874,los angeles,Strategic Director Border
February,90710,UK,california,3750,los angeles,Immigration Group
February,90095,UK,california,750,los angeles,Immigration Group
March,90094,UK,california,13200,los angeles,HROD
March,99138,UK,washington,1000,ferry,Resource Management Group
February,90247,UK,california,5642,los angeles,HMIC
March,90029,UK,california,2950,los angeles,Immigration Group
March,90006,UK,california,1505,los angeles,Strategic Director Border
March,90502,UK,california,2010,los angeles,Immigration Group
February,90044,UK,california,3040,los angeles,Immigration Group
March,91201,UK,california,720,los angeles,Strategic Director Border
February,90731,UK,california,28170,los angeles,Science & Research Group
April,90027,UK,california,38209,los angeles,OSCT
March,91042,UK,california,1050,los angeles,Immigration Group
March,90007,UK,california,500,los angeles,Strategic Director Border
March,90057,UK,california,5065,los angeles,Immigration Group
February,91202,UK,california,21755,los angeles,Strategic Director Border
February,90745,UK,california,866,los angeles,Policy & Strategy
February,90026,UK,california,14186,los angeles,Immigration Group
March,91203,UK,california,2500,los angeles,International Group
February,90015,UK,california,157750,los angeles,HROD
April,90017,UK,california,198704,los angeles,Immigration Group
February,90744,UK,california,6730,los angeles,Science & Research Group
March,90039,UK,california,10450,los angeles,Immigration Group
March,90746,UK,california,17320,los angeles,Strategic Director Border
March,90071,UK,california,54821,los angeles,Immigration Group
March,90014,UK,california,1750,los angeles,Immigration Group
February,91214,UK,california,8065,los angeles,Criminal & Detention Group
March,91207,UK,california,15256,los angeles,Immigration Group
February,91205,UK,california,500,los angeles,Strategic Director Border
February,90013,UK,california,18295,los angeles,Strategic Director Border
February,90021,UK,california,1000,los angeles,Strategic Director Border
February,90012,UK,california,36800,los angeles,Strategic Director Border
March,90220,UK,california,36261,los angeles,Immigration Group
April,90222,UK,california,10000,los angeles,Science & Research Group
February,91206,UK,california,18208,los angeles,Science & Research Group
March,91208,UK,california,14950,los angeles,Immigration Group
February,90065,UK,california,19451,los angeles,Immigration Group
February,90058,UK,california,3850,los angeles,HROD
March,90031,UK,california,5800,los angeles,Strategic Director Border
March,90810,UK,california,15,los angeles,Strategic Director Border
March,90033,UK,california,5330,los angeles,Immigration Group
March,90041,UK,california,28000,los angeles,Strategic Director Border
March,90221,UK,california,4700,los angeles,Immigration Group
February,90023,UK,california,270,los angeles,Strategic Director Border
March,90262,UK,california,275,los angeles,Strategic Director Border
February,91011,UK,california,70945,los angeles,Strategic Director Border
March,90280,UK,california,4700,los angeles,Policy & Strategy
February,90042,UK,california,6100,los angeles,Policy & Strategy
February,90802,UK,california,588332,los angeles,Strategic Director Border
March,93510,UK,california,1000,los angeles,Immigration Group
March,90063,UK,california,215,los angeles,Strategic Director Border
February,90806,UK,california,2950,los angeles,HMIC
March,93551,UK,california,3350,los angeles,Strategic Director Border
February,90805,UK,california,7727,los angeles,Resource Management Group
March,90807,Non EEA,california,21150,los angeles,International Group
February,90032,UK,california,6750,los angeles,Strategic Director Border
March,90201,Non EEA,california,5000,los angeles,International Group
February,90755,UK,california,300,los angeles,Legal Advisors Branch
March,91105,UK,california,23045,los angeles,Immigration Group
February,91103,UK,california,18075,los angeles,Immigration Group
February,90022,UK,california,857,los angeles,OSCT
May,91030,UK,california,36470,los angeles,Strategic Director Border
February,90040,UK,california,19700,los angeles,Resource Management Group
March,90804,UK,california,4950,los angeles,Immigration Group
February,90712,UK,california,4450,los angeles,Strategic Director Border
February,91803,UK,california,10430,los angeles,Resource Management Group
March,90814,UK,california,12485,los angeles,Immigration Group
March,91001,UK,california,20935,los angeles,Strategic Director Border
February,91754,UK,california,38876,los angeles,Criminal & Detention Group
February,91101,UK,california,8100,los angeles,Resource Management Group
March,90803,UK,california,31950,los angeles,HROD
March,90241,UK,california,250,los angeles,Strategic Director Border
March,90706,UK,california,250,los angeles,OSCT
February,91106,UK,california,49905,los angeles,Group HR
March,91801,UK,california,30980,los angeles,Strategic Director Border
February,91104,UK,california,3399,los angeles,Strategic Director Border
March,90240,UK,california,4851,los angeles,Immigration Group
March,90815,UK,california,45750,los angeles,SIG
March,91755,UK,california,14767,los angeles,HROD
March,90640,UK,california,7803,los angeles,International Group
March,90713,UK,california,200,los angeles,Strategic Director Border
April,90808,UK,california,9365,los angeles,Immigration Group
March,91108,UK,california,64810,los angeles,Science & Research Group
March,91776,UK,california,11950,los angeles,Science & Research Group
May,91775,UK,california,16590,los angeles,Strategic Director Border
March,91107,UK,california,18425,los angeles,Strategic Director Border
March,90660,UK,california,6721,los angeles,Immigration Group
February,90743,UK,california,10000,orange,Strategic Director Border
March,91770,UK,california,14500,los angeles,Immigration Group
March,90650,UK,california,3825,los angeles,Criminal & Detention Group
February,90740,UK,california,14092,orange,International Directorate
March,90701,UK,california,2500,los angeles,Criminal & Detention Group
March,99362,UK,oregon,3975,umatilla,Strategic Director Border
March,99362,UK,washington,3975,walla walla,OSCT
May,90715,UK,california,3000,los angeles,Strategic Director Border
February,90716,UK,california,10400,los angeles,UKBA
February,90720,UK,california,20610,orange,Strategic Director Border
March,90670,UK,california,9650,los angeles,Science & Research Group
March,90703,UK,california,8380,los angeles,HMIC
February,91780,UK,california,11495,los angeles,Group HR
March,91007,UK,california,76850,los angeles,International Group
March,91024,UK,california,9650,los angeles,Science & Research Group
March,91733,UK,california,71481,los angeles,HMIC
February,92649,UK,california,10050,orange,Strategic Director Border
February,90623,UK,california,12025,orange,Strategic Director Border
March,90630,UK,california,11138,los angeles,Strategic Director Border
February,91731,UK,california,7700,los angeles,Strategic Director Border
February,90601,UK,california,1210,los angeles,Finance & Commercial Group
March,90602,UK,california,5400,los angeles,Immigration Group
February,90605,UK,california,900,los angeles,Strategic Director Border
February,91006,UK,california,41150,los angeles,Strategic Director Border
March,92845,UK,california,50,orange,Strategic Director Border
March,91732,UK,california,1500,los angeles,Strategic Director Border
February,90620,UK,california,8900,orange,Strategic Director Border
March,90638,UK,california,5850,los angeles,Strategic Director Border
March,90604,UK,california,2000,los angeles,Immigration Group
February,92647,UK,california,5630,orange,HMIC
March,92648,UK,california,11274,orange,OSCT
February,91016,UK,california,4453,los angeles,Legal Advisors Branch
February,90680,UK,california,6150,orange,Resource Management Group
February,90603,UK,california,3200,los angeles,Resource Management Group
March,90621,UK,california,35518,orange,Strategic Director Border
March,92683,UK,california,4850,orange,Strategic Director Border
February,91746,UK,california,18650,los angeles,Strategic Director Border
February,92841,UK,california,3700,orange,Criminal & Detention Group
March,93535,UK,california,1730,los angeles,Strategy & Reform Directorate
March,92804,UK,california,6900,orange,Strategy & Reform Directorate
February,91706,UK,california,1765,los angeles,Strategic Director Border
March,91745,UK,california,13450,los angeles,HMIC
March,92646,UK,california,3876,orange,International Group
February,91010,UK,california,2700,los angeles,Strategic Director Border
March,92833,UK,california,35750,orange,International Directorate
February,91008,UK,california,5900,los angeles,OSCT
April,92708,UK,california,7385,orange,Strategic Director Border
March,92801,UK,california,2620,orange,HMIC
March,90631,UK,california,8950,los angeles,Science & Research Group
February,91744,UK,california,2377,los angeles,Strategic Director Border
April,91790,UK,california,3820,los angeles,Group HR
March,92843,UK,california,4800,orange,Science & Research Group
March,92840,UK,california,10120,orange,Immigration Group
February,92663,Non EEA,california,19204,orange,Strategic Director Border
February,92832,Non EEA,california,14710,orange,Strategic Director Border
February,92802,Non EEA,california,5555,orange,Strategic Director Border
March,92627,UK,california,14390,orange,Science & Research Group
March,92835,UK,california,7290,orange,Immigration Group
February,92626,UK,california,26475,orange,Strategic Director Border
February,92805,UK,california,80150,orange,Strategic Director Border
March,91722,UK,california,16904,los angeles,Strategic Director Border
March,92704,UK,california,1450,orange,OSCT
March,92661,UK,california,12150,orange,Immigration Group
February,91792,UK,california,2950,los angeles,Strategic Director Border
February,91791,UK,california,11535,los angeles,Strategic Director Border
February,91748,UK,california,38730,los angeles,Strategic Director Border
April,92821,UK,california,7400,orange,OSCT
March,92831,EEA,california,5150,orange,Immigration Group
March,92662,UK,california,33694,orange,Strategic Director Border
March,93530,UK,california,700,inyo,Science & Research Group
February,92706,UK,california,1024104,orange,Strategic Director Border
March,92868,EEA,california,7025,orange,Strategic Director Border
April,92660,UK,california,101310,orange,OSCT
March,92806,Non EEA,california,20000,orange,International Group
March,92707,UK,california,66145,orange,Science & Research Group
March,92625,UK,california,53075,orange,Criminal & Detention Group
March,92701,EEA,california,19125,orange,Strategic Director Border
March,91724,EEA,california,2250,los angeles,Strategic Director Border
March,91741,UK,california,23450,los angeles,Immigration Group
February,91740,UK,california,2510,los angeles,Strategic Director Border
February,92870,UK,california,694,orange,Strategic Director Border
February,91789,UK,california,16840,los angeles,Resource Management Group
March,92865,UK,california,11700,orange,Strategic Director Border
February,92866,UK,california,2000,orange,Strategic Director Border
March,92657,UK,california,59250,orange,Immigration Group
February,92617,UK,california,3305,orange,Strategic Director Border
March,92867,UK,california,15730,orange,Criminal & Detention Group
February,92614,UK,california,21450,orange,Strategic Director Border
March,92780,EEA,california,11940,orange,Strategic Director Border
March,97814,EEA,oregon,50,union,Strategic Director Border
April,92705,Non EEA,california,22651,orange,Science & Research Group
March,91773,EEA,california,1700,los angeles,Strategic Director Border
April,92612,UK,california,55285,orange,OSCT
March,91765,UK,california,32226,los angeles,Strategic Director Border
February,92861,UK,california,13966,orange,OSCT
March,92606,UK,california,3200,orange,HMIC
March,92886,UK,california,18500,orange,Criminal & Detention Group
March,92869,UK,california,10790,orange,OSCT
March,92807,UK,california,58933,orange,Strategic Director Border
March,92604,UK,california,88700,orange,Science & Research Group
March,92782,UK,california,6615,orange,Crime & Policing Group
February,91768,UK,california,15,los angeles,Strategic Director Border
February,92651,UK,california,105674,orange,Finance & Commercial Group
February,91750,UK,california,35000,los angeles,Strategic Director Border
February,92602,UK,california,11651,orange,HMIC
April,92603,UK,california,22500,orange,Group HR
March,92620,UK,california,6766,orange,Strategic Director Border
March,91766,UK,california,750,san bernardino,Strategic Director Border
February,92618,UK,california,28589,orange,Strategic Director Border
March,92808,UK,california,9500,orange,Strategic Director Border
February,91767,UK,california,4075,los angeles,HMIC
February,92887,UK,california,5425,orange,Strategic Director Border
March,99109,UK,washington,500,stevens,Science & Research Group
February,92656,UK,california,12950,orange,Group HR
March,91709,UK,california,17687,san bernardino,Strategic Director Border
February,92637,UK,california,2500,orange,Strategic Director Border
March,91711,UK,california,8696,los angeles,OSCT
February,92653,UK,california,19410,orange,Strategic Director Border
February,92629,UK,california,15335,orange,Group HR
February,92677,UK,california,42000,orange,Strategic Director Border
April,93554,UK,california,200,kern,OSCT
February,91763,UK,california,8200,san bernardino,Strategic Director Border
February,92630,UK,california,5035,orange,IPS
February,91710,UK,california,18550,san bernardino,Policy & Strategy
March,93555,UK,california,2300,kern,Criminal & Detention Group
March,92610,UK,california,2200,orange,Strategic Director Border
March,92691,Non EEA,california,3045,orange,International Group
March,91762,Non EEA,california,1500,san bernardino,International Group
February,91784,UK,california,4675,san bernardino,Strategy & Reform Directorate
March,92675,Non EEA,california,17730,orange,International Group
March,91786,UK,california,130,san bernardino,CRB
March,92692,UK,california,6380,orange,CRB
March,92676,UK,california,3225,orange,CRB
March,92694,UK,california,7615,orange,CRB
March,92397,UK,california,200,los angeles,CRB
March,92673,UK,california,6360,orange,CRB
April,91764,UK,california,25175,san bernardino,CRB
April,92672,UK,california,15250,orange,CRB
May,91761,UK,california,5540,san bernardino,CRB
March,99004,UK,washington,6075,spokane,IPS
March,92688,UK,california,4200,orange,IPS
March,92880,UK,california,820,san bernardino,IPS
March,92678,UK,california,95,orange,IPS
March,99026,UK,washington,250,stevens,IPS
March,91701,UK,california,5315,san bernardino,IPS
March,92882,UK,california,5650,riverside,IPS
March,91730,UK,california,768,san bernardino,IPS
March,92679,UK,california,11815,orange,IPS
March,91737,UK,california,6300,san bernardino,IPS
March,92860,UK,california,5400,riverside,IPS
March,92879,UK,california,650,riverside,IPS
March,92881,UK,california,465,riverside,IPS
March,91739,UK,california,5805,san bernardino,IPS
March,99224,UK,washington,250,spokane,IPS
March,92505,UK,california,265,riverside,IPS
March,92337,UK,california,2000,san bernardino,IPS
March,92883,UK,california,15860,riverside,IPS
March,92503,UK,california,5455,riverside,IPS
March,92336,UK,california,425,san bernardino,IPS
March,92335,UK,california,4200,san bernardino,IPS
March,99205,UK,washington,50,spokane,IPS
March,99208,UK,washington,2000,spokane,IPS
March,99201,UK,washington,855,spokane,IPS
March,99218,UK,washington,250,spokane,IPS
April,99176,UK,washington,50,whitman,IPS
March,92504,UK,california,732,riverside,IPS
March,99203,UK,washington,1350,spokane,IPS
March,92376,UK,california,500,san bernardino,IPS
March,92506,UK,california,4385,riverside,IPS
March,92501,UK,california,1000,riverside,IPS
March,92054,UK,california,2725,san diego,IPS
March,92395,UK,california,10130,san bernardino,IPS
March,99223,UK,washington,301,spokane,IPS
March,92407,UK,california,3220,san bernardino,IPS
March,92392,UK,california,10,san bernardino,IPS
March,92530,UK,california,1839,orange,IPS
March,92345,UK,california,1000,san bernardino,IPS
March,99217,UK,washington,200,spokane,IPS
March,92507,UK,california,800,riverside,IPS
March,92008,UK,california,340,san diego,IPS
March,92532,UK,california,3037,riverside,IPS
February,92508,UK,california,1162,riverside,IPS
March,92324,UK,california,4030,riverside,IPS
March,92313,UK,california,2337,san bernardino,IPS
March,92057,UK,california,1550,san diego,IPS
March,92570,UK,california,2315,riverside,IPS
March,92405,UK,california,779,san bernardino,IPS
March,99180,UK,washington,250,pend oreille,IPS
March,92011,UK,california,7205,san diego,IPS
March,92325,UK,california,250,san bernardino,IPS
March,92056,UK,california,573,san diego,IPS
March,92010,UK,california,1913,san diego,IPS
March,92007,UK,california,2700,san diego,IPS
March,92024,UK,california,49793,san diego,IPS
March,92009,UK,california,8786,san diego,IPS
November,92404,UK,california,5900,san bernardino,IPS
March,92037,UK,california,125030,san diego,IPS
April,92075,UK,california,1485,san diego,IPS
April,92595,UK,california,53141,riverside,IPS
March,92014,UK,california,14737,san diego,IPS
March,92354,UK,california,3000,san bernardino,IPS
March,92562,UK,california,844,riverside,IPS
February,92587,UK,california,2253,riverside,IPS
March,92557,UK,california,709,riverside,IPS
March,92083,UK,california,350,san diego,IPS
March,92107,UK,california,7970,san diego,IPS
March,92109,UK,california,2850,san diego,IPS
March,92553,UK,california,1515,riverside,IPS
February,92081,UK,california,250,san diego,IPS
March,92106,UK,california,15995,san diego,IPS
March,99021,UK,washington,250,spokane,IPS
March,92130,UK,california,12976,san diego,IPS
March,92084,UK,california,475,san diego,IPS
March,92091,UK,california,2700,san diego,IPS
March,92122,UK,california,2727,san diego,IPS
March,92121,UK,california,13400,san diego,IPS
May,92028,UK,california,2795,san diego,IPS
March,92067,UK,california,52300,san diego,IPS
March,92110,UK,california,19624,san diego,IPS
March,92346,UK,california,13400,san bernardino,IPS
March,92003,UK,california,4800,san diego,IPS
March,92117,UK,california,2550,san diego,IPS
March,92586,UK,california,18,riverside,IPS
March,92308,UK,california,503,san bernardino,IPS
May,92352,UK,california,4156,san bernardino,IPS
March,92584,UK,california,870,riverside,IPS
March,99163,UK,washington,3010,whitman,IPS
March,99012,UK,washington,100,spokane,IPS
March,92321,UK,california,250,san bernardino,IPS
March,92118,UK,california,5468,san diego,IPS
March,92585,UK,california,5400,riverside,IPS
March,92373,UK,california,3027,riverside,IPS
February,92069,UK,california,240,san diego,IPS
March,99156,UK,washington,2500,pend oreille,IPS
March,92374,UK,california,6100,san bernardino,IPS
March,92111,UK,california,400,san diego,IPS
March,92103,UK,california,19943,san diego,IPS
March,92101,UK,california,7150,san diego,IPS
March,92078,UK,california,9350,san diego,IPS
March,92563,UK,california,2000,riverside,IPS
March,99016,UK,washington,1217,spokane,IPS
March,92126,UK,california,510,san diego,IPS
April,97834,UK,oregon,20,baker,IPS
April,92108,UK,california,3185,san diego,IPS
March,92123,UK,california,13475,san diego,IPS
March,92104,UK,california,1869,san diego,IPS
March,92102,UK,california,16456,san diego,IPS
March,92129,UK,california,1608,san diego,IPS
March,92116,UK,california,2488,san diego,IPS
April,92591,UK,california,5150,riverside,IPS
March,92113,UK,california,500,san diego,IPS
March,91932,UK,california,712,san diego,IPS
March,92029,UK,california,4010,san diego,IPS
March,92026,UK,california,1723,san diego,IPS
April,92127,UK,california,16245,san diego,IPS
April,92124,UK,california,900,san diego,IPS
April,92359,UK,california,15,san bernardino,IPS
March,92105,UK,california,2250,san diego,IPS
March,91950,UK,california,6,san diego,IPS
March,99019,UK,washington,300,spokane,IPS
April,92131,UK,california,1500,san diego,IPS
April,99403,UK,washington,5044,asotin,IPS
March,92592,UK,california,20743,riverside,IPS
March,92120,UK,california,29906,san diego,IPS
March,92025,UK,california,3800,san diego,IPS
March,92128,UK,california,1568,san diego,IPS
April,92115,UK,california,3555,san diego,IPS
March,91910,UK,california,11315,san diego,IPS
March,92154,UK,california,1500,san diego,IPS
May,92114,UK,california,9,san diego,IPS
March,92139,UK,california,400,san diego,ISA
March,92173,UK,california,516,san diego,ISA
April,92399,UK,california,1300,riverside,ISA
March,92064,UK,california,6000,san diego,Policy & Strategy
March,92311,UK,california,1000,san bernardino,Private Office
March,92027,UK,california,1600,san diego,Strategic Director Border
March,91902,UK,california,8180,san diego,Policy & Strategy
March,92119,EEA,california,623,san diego,Strategic Director Border
March,91942,EEA,california,217,san diego,Strategic Director Border
March,91941,UK,california,573,san diego,Immigration Group
March,92082,EEA,california,7700,san diego,Strategic Director Border
March,91977,UK,california,715,san diego,Strategic Director Border
March,92071,UK,california,5400,san diego,Strategic Director Border
March,91913,UK,california,512,san diego,Strategic Director Border
March,83501,EEA,idaho,20,nez perce,Strategic Director Border
March,83843,UK,idaho,737,latah,Strategic Director Border
March,92223,UK,california,1210,riverside,Immigration Group
April,92543,UK,california,1035,riverside,OSCT
March,92020,UK,california,6,san diego,Strategic Director Border
March,97913,UK,idaho,100,payette,Strategic Director Border
March,97913,UK,oregon,100,malheur,Strategy & Reform Directorate
March,91914,UK,california,3750,san diego,Strategic Director Border
March,91915,UK,california,750,san diego,OSCT
March,83854,UK,idaho,503,kootenai,Strategic Director Border
March,89049,UK,nevada,167,esmeralda,International Group
March,92339,UK,california,500,san bernardino,Strategic Director Border
March,92021,UK,california,250,san diego,Strategic Director Border
March,92544,UK,california,1692,riverside,International Group
March,83856,EEA,idaho,3,bonner,Strategic Director Border
March,92019,UK,california,51480,san diego,Strategic Director Border
March,83876,UK,idaho,20,kootenai,Science & Research Group
March,92040,UK,california,23320,san diego,Strategic Director Border
March,92315,UK,california,374,san bernardino,Immigration Group
March,92220,UK,california,28985,riverside,Finance & Commercial Group
March,92058,UK,california,600,san diego,Policy & Strategy
March,91935,UK,california,2759,san diego,Resource Management Group
March,91901,UK,california,6200,san diego,Private Office
March,92549,UK,california,200,riverside,Strategic Director Border
March,92256,UK,california,1710,san bernardino,Strategy & Reform Directorate
April,83860,UK,idaho,150,bonner,Immigration Group
March,83864,UK,idaho,105,boundary,Strategy & Reform Directorate
March,92262,UK,california,18757,riverside,OSCT
March,92264,UK,california,67073,riverside,Strategic Director Border
March,83617,UK,idaho,250,gem,Immigration Group
March,92240,EEA,california,2700,riverside,Strategic Director Border
March,92234,UK,california,3398,riverside,Immigration Group
March,83646,UK,idaho,510,ada,Strategic Director Border
March,92270,UK,california,35171,riverside,OSCT
March,92284,UK,california,450,san bernardino,Strategic Director Border
March,83642,UK,idaho,500,ada,Strategic Director Border
March,83634,UK,idaho,500,ada,Science & Research Group
March,92260,UK,california,22215,riverside,Strategic Director Border
March,83616,UK,idaho,3500,ada,HMIC
March,92210,UK,california,12850,riverside,Policy & Strategy
March,83713,UK,idaho,500,ada,Immigration Group
March,92211,UK,california,4390,riverside,OSCT
March,92253,UK,california,6156,riverside,Strategic Director Border
March,92252,UK,california,40,san bernardino,International Group
March,83704,UK,idaho,797,ada,Policy & Strategy
March,92004,UK,california,300,san diego,Strategy & Reform Directorate
March,83703,UK,idaho,411,ada,Strategic Director Border
March,92203,UK,california,1232,riverside,Strategic Director Border
March,83705,UK,idaho,5,ada,Strategic Director Border
March,83702,EEA,idaho,152516,boise,Strategic Director Border
March,83706,UK,idaho,42632,ada,Policy & Strategy
March,92236,UK,california,770,riverside,International Group
March,83712,UK,idaho,25,ada,Immigration Group
March,83638,UK,idaho,1010,idaho,Strategic Director Border
March,91708,UK,california,5450,san bernardino,Policy & Strategy
March,89801,UK,nevada,1200,elko,Strategic Director Border
March,89081,UK,nevada,4800,clark,OSCT
March,89815,UK,nevada,1000,elko,Strategy & Reform Directorate
March,59874,UK,montana,60,sanders,Policy & Strategy
March,89019,UK,california,250,san bernardino,Criminal & Detention Group
March,89019,EEA,nevada,250,clark,Strategic Director Border
March,92243,UK,california,1450,imperial,Policy & Strategy
March,92227,UK,california,25,imperial,Strategy & Reform Directorate
March,92231,UK,california,1200,imperial,Strategic Director Border
March,89826,UK,nevada,16,elko,Strategic Director Border
March,89004,UK,nevada,25,clark,HMIC
March,89178,UK,nevada,1500,clark,Policy & Strategy
March,89144,UK,nevada,18175,clark,HMIC
March,89135,UK,nevada,58000,clark,Immigration Group
March,89134,UK,nevada,28883,clark,Strategic Director Border
March,89149,UK,nevada,850,clark,Group HR
March,89148,UK,nevada,6400,clark,HMIC
March,89129,UK,nevada,10200,clark,Strategic Director Border
April,89117,UK,nevada,25800,clark,Immigration Group
March,89147,EEA,nevada,3250,clark,Strategic Director Border
