Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
February,93244,UK,california,1000,tulare,Strategic Director Border
February,99155,UK,washington,2000,okanogan,Strategic Director Border
February,93012,UK,california,10786,ventura,Strategic Director Border
February,93305,UK,california,200,kern,Criminal & Detention Group
February,93307,UK,california,5750,kern,Policy & Strategy
February,91320,UK,california,14470,ventura,Criminal & Detention Group
February,93306,UK,california,25276,kern,Finance & Commercial Group
February,93628,UK,california,2700,fresno,Strategic Director Border
February,93243,UK,california,600,los angeles,Strategic Director Border
February,91360,UK,california,12455,ventura,Strategic Director Border
February,93021,UK,california,4100,ventura,Policy & Strategy
February,93271,UK,california,1330,tulare,Strategic Director Border
February,91361,UK,california,31670,ventura,Strategic Director Border
February,91362,UK,california,23648,los angeles,Criminal & Detention Group
February,90265,UK,california,234175,los angeles,Criminal & Detention Group
February,93065,UK,california,126105,ventura,OSCT
February,91377,UK,california,500,ventura,Science & Research Group
February,93265,UK,california,3200,tulare,Strategic Director Border
March,91301,UK,california,6500,los angeles,Strategic Director Border
February,93226,UK,california,2700,kern,HMIC
March,99159,UK,washington,250,adams,Criminal & Detention Group
February,93063,UK,california,3515,ventura,Strategic Director Border
February,89406,UK,nevada,1200,lyon,Strategic Director Border
February,99360,UK,washington,250,walla walla,HROD
February,91302,UK,california,16900,los angeles,OSCT
February,91307,UK,california,1250,ventura,Strategic Director Border
February,91367,UK,california,5710,los angeles,Strategic Director Border
February,91303,Non EEA,california,400,los angeles,Strategic Director Border
February,91364,UK,california,6625,los angeles,Policy & Strategy
February,91311,UK,california,3250,ventura,Policy & Strategy
February,93531,UK,california,2500,kern,Strategic Director Border
February,91381,UK,california,3000,los angeles,Strategic Director Border
February,91306,UK,california,300,los angeles,HMIC
February,91355,UK,california,25250,los angeles,Finance & Commercial Group
March,91354,UK,california,750,los angeles,Immigration Group
March,91324,UK,california,392031,los angeles,International Directorate
February,93518,UK,california,250,kern,Science & Research Group
June,91326,UK,california,3325,los angeles,Criminal & Detention Group
June,91356,UK,california,15630,los angeles,Criminal & Detention Group
February,91335,EEA,california,1250,los angeles,Strategic Director Border
February,90272,UK,california,73725,los angeles,Strategic Director Border
February,91325,UK,california,6568,los angeles,Strategy & Reform Directorate
February,91316,UK,california,30626,los angeles,HROD
March,93561,UK,california,250,kern,OSCT
February,90402,UK,california,41560,los angeles,Strategic Director Border
March,91344,UK,california,7060,los angeles,Immigration Group
February,91406,UK,california,17370,los angeles,Strategic Director Border
February,90401,UK,california,17520,los angeles,Science & Research Group
February,90403,UK,california,5380,los angeles,Finance & Commercial Group
February,91436,UK,california,35923,los angeles,UKBA
February,91343,UK,california,8550,los angeles,Resource Management Group
February,90049,UK,california,249590,los angeles,Policy & Strategy
February,90404,UK,california,2200,los angeles,Immigration Group
February,90405,UK,california,9400,los angeles,SIG
February,90291,UK,california,2250,los angeles,Strategic Director Border
February,91403,UK,california,28000,los angeles,OSCT
February,90292,UK,california,10189,los angeles,Policy & Strategy
March,90077,UK,california,144220,los angeles,Science & Research Group
February,91405,UK,california,455,los angeles,Immigration Group
February,90025,UK,california,135692,los angeles,Immigration Group
February,90293,UK,california,550,los angeles,Immigration Group
March,90024,UK,california,61573,los angeles,OSCT
March,91401,UK,california,6700,los angeles,HMIC
February,91423,UK,california,109450,los angeles,International Group
February,90066,UK,california,6535,los angeles,Resource Management Group
February,91342,UK,california,6939,los angeles,Strategic Director Border
February,90064,UK,california,31858,los angeles,Immigration Group
February,91350,UK,california,16200,los angeles,Strategic Director Border
March,91331,UK,california,250,los angeles,HROD
February,91387,UK,california,7500,los angeles,HMIC
February,90067,UK,california,434975,los angeles,Criminal & Detention Group
February,90245,UK,california,8918,los angeles,Strategic Director Border
February,90210,UK,california,87889,los angeles,Immigration Group
February,90266,UK,california,60826,los angeles,Strategic Director Border
February,90212,EEA,california,50800,los angeles,SIG
February,90230,UK,california,8200,los angeles,Policy & Strategy
February,91605,UK,california,400,los angeles,OSCT
February,90254,EEA,california,19953,los angeles,Strategic Director Border
March,99147,UK,washington,300,lincoln,OSCT
February,90034,UK,california,42650,los angeles,HMIC
March,90045,UK,california,21550,los angeles,Criminal & Detention Group
February,89419,UK,nevada,2710,pershing,Immigration Group
March,91604,UK,california,14650,los angeles,Strategic Director Border
March,90232,UK,california,1500,los angeles,Policy & Strategy
February,91606,UK,california,10810,los angeles,Resource Management Group
February,90274,UK,california,263785,los angeles,HROD
February,93514,UK,california,7836,inyo,UKBA
February,90035,UK,california,38550,los angeles,Strategic Director Border
February,99324,UK,washington,250,walla walla,Resource Management Group
March,90277,UK,california,11783,los angeles,OSCT
February,90211,UK,california,11245,los angeles,Criminal & Detention Group
March,90069,UK,california,38550,los angeles,Immigration Group
February,91352,UK,california,11608,los angeles,HROD
March,90048,UK,california,59350,los angeles,Resource Management Group
February,91601,UK,california,5400,los angeles,Immigration Group
March,90278,UK,california,4250,los angeles,UKBA
March,97862,UK,oregon,500,umatilla,Criminal & Detention Group
February,91602,UK,california,4600,los angeles,UKBA
February,90275,UK,california,35630,los angeles,Strategic Director Border
March,90046,Non EEA,california,11445,los angeles,International Group
February,90304,UK,california,2000,los angeles,Strategy & Reform Directorate
February,90503,UK,california,2029,los angeles,UKBA
March,90505,UK,california,7650,los angeles,HROD
February,90250,UK,california,6275,los angeles,International Directorate
March,91608,UK,california,5400,los angeles,Science & Research Group
March,90036,UK,california,239100,los angeles,Strategic Director Border
February,91505,UK,california,4365,los angeles,Strategic Director Border
February,90019,UK,california,5900,los angeles,Strategic Director Border
March,90068,UK,california,16450,los angeles,Science & Research Group
February,90008,UK,california,5400,los angeles,Strategic Director Border
March,93560,UK,california,640,kern,International Group
February,90043,UK,california,750,los angeles,Strategic Director Border
February,91504,UK,california,1690,los angeles,Science & Research Group
March,90038,UK,california,500,los angeles,Science & Research Group
February,90028,UK,california,2700,los angeles,Criminal & Detention Group
April,93536,UK,california,19386,los angeles,OSCT
March,90305,UK,california,1670,los angeles,Immigration Group
February,91506,UK,california,6734,los angeles,HMIC
February,90717,UK,california,750,los angeles,International Group
March,90010,UK,california,19900,los angeles,HROD
March,90501,UK,california,11000,los angeles,Strategic Director Border
February,91502,UK,california,4100,los angeles,Strategic Director Border
February,90020,UK,california,83150,los angeles,Policy & Strategy
March,90004,UK,california,22800,los angeles,Strategic Director Border
March,91501,UK,california,3300,los angeles,International Group
March,91390,UK,california,1076,los angeles,Criminal & Detention Group
March,90094,UK,california,25,los angeles,Immigration Group
February,90247,UK,california,375,los angeles,Strategic Director Border
March,90029,UK,california,2700,los angeles,Immigration Group
March,90502,UK,california,200,los angeles,Science & Research Group
February,91201,UK,california,250,los angeles,Strategic Director Border
February,90731,UK,california,1050,los angeles,Strategic Director Border
February,90027,UK,california,6100,los angeles,Strategy & Reform Directorate
March,90248,UK,california,5400,los angeles,Immigration Group
March,90057,UK,california,2750,los angeles,Science & Research Group
March,90003,UK,california,250,los angeles,International Group
February,90061,UK,california,250,los angeles,Strategic Director Border
February,91202,UK,california,3400,los angeles,HROD
March,90745,UK,california,2950,los angeles,Strategic Director Border
February,90026,UK,california,500,los angeles,Strategic Director Border
March,91203,UK,california,9400,los angeles,OSCT
February,90015,UK,california,13300,los angeles,Strategic Director Border
February,90017,UK,california,117720,los angeles,Immigration Group
February,91204,UK,california,3200,los angeles,Strategic Director Border
February,90744,UK,california,50,los angeles,Science & Research Group
February,90039,UK,california,6710,los angeles,Science & Research Group
February,90746,UK,california,3252,los angeles,Strategic Director Border
March,90071,UK,california,51000,los angeles,HROD
March,90014,UK,california,3583,los angeles,HROD
March,90002,UK,california,5400,los angeles,Science & Research Group
February,91214,UK,california,750,los angeles,Science & Research Group
February,91207,UK,california,1000,los angeles,Strategic Director Border
February,90013,UK,california,1250,los angeles,HMIC
March,90021,UK,california,2250,los angeles,Strategic Director Border
February,90012,UK,california,500,los angeles,Strategic Director Border
February,90220,UK,california,3250,los angeles,Group HR
March,91020,UK,california,2500,los angeles,Strategic Director Border
February,91206,UK,california,8200,los angeles,Immigration Group
February,91208,UK,california,5750,los angeles,Immigration Group
March,90058,UK,california,1500,los angeles,HROD
March,90255,UK,california,3000,los angeles,Resource Management Group
February,90810,UK,california,3700,los angeles,HMIC
March,91011,UK,california,40540,los angeles,Immigration Group
March,90280,UK,california,2700,los angeles,Strategic Director Border
March,90802,UK,california,14800,los angeles,Immigration Group
February,90813,UK,california,1970,los angeles,Immigration Group
March,93510,UK,california,2275,los angeles,Strategic Director Border
February,99122,UK,washington,250,lincoln,Science & Research Group
April,93551,UK,california,14417,los angeles,OSCT
March,90807,UK,california,3950,los angeles,Immigration Group
March,90201,UK,california,5400,los angeles,Strategic Director Border
March,90755,UK,california,8500,los angeles,Immigration Group
February,91105,UK,california,151201,los angeles,Strategic Director Border
February,90723,UK,california,500,los angeles,Policy & Strategy
February,91103,UK,california,1644,los angeles,Immigration Group
March,99361,UK,washington,7000,columbia,International Group
February,91030,UK,california,2565,los angeles,HROD
April,93534,UK,california,7100,los angeles,Immigration Group
February,91803,UK,california,200,los angeles,Science & Research Group
March,90814,UK,california,1800,los angeles,Immigration Group
March,91001,UK,california,11600,los angeles,Strategic Director Border
March,91101,UK,california,8859,los angeles,Immigration Group
March,90803,UK,california,22150,los angeles,Immigration Group
February,90241,UK,california,2205,los angeles,Criminal & Detention Group
March,90706,UK,california,550,los angeles,Immigration Group
February,91106,UK,california,357500,los angeles,Strategic Director Border
February,91801,UK,california,4150,los angeles,Strategic Director Border
February,91104,UK,california,500,los angeles,Strategic Director Border
February,90240,UK,california,4215,los angeles,Strategic Director Border
March,90815,UK,california,16290,orange,Immigration Group
April,90640,UK,california,5650,los angeles,Science & Research Group
February,90713,UK,california,800,los angeles,Science & Research Group
March,90808,UK,california,3000,los angeles,Immigration Group
February,91108,UK,california,72555,los angeles,Immigration Group
February,91776,UK,california,1000,los angeles,HROD
March,91775,UK,california,2950,los angeles,Strategic Director Border
March,91107,UK,california,14100,los angeles,Strategic Director Border
March,90743,UK,california,9550,orange,Immigration Group
March,93550,UK,california,6440,los angeles,Strategic Director Border
March,91770,UK,california,250,los angeles,Immigration Group
February,90740,UK,california,4355,los angeles,Strategic Director Border
March,90701,UK,california,700,los angeles,Strategic Director Border
February,99362,UK,oregon,24864,umatilla,Strategic Director Border
March,99362,UK,washington,24864,walla walla,Policy & Strategy
February,90716,UK,california,5000,los angeles,Policy & Strategy
February,90720,UK,california,775,orange,Strategic Director Border
March,90742,UK,california,2750,orange,Immigration Group
March,90703,UK,california,3450,los angeles,Strategic Director Border
February,91007,UK,california,16200,los angeles,HMIC
March,91024,UK,california,3500,los angeles,Strategic Director Border
February,91733,UK,california,9600,los angeles,Resource Management Group
March,92649,Non EEA,california,26975,orange,International Group
February,90623,UK,california,1051,los angeles,Strategic Director Border
March,90630,Non EEA,california,470,los angeles,International Group
February,91731,UK,california,800,los angeles,Legal Advisors Branch
March,90601,UK,california,250,los angeles,Immigration Group
February,90605,UK,california,1500,los angeles,Immigration Group
February,91006,UK,california,45095,los angeles,OSCT
May,91732,UK,california,220,los angeles,Strategic Director Border
February,90620,UK,california,280,orange,Resource Management Group
March,90638,UK,california,200,los angeles,Immigration Group
February,90604,UK,california,500,los angeles,Strategic Director Border
February,92647,UK,california,16769,orange,Resource Management Group
March,92648,UK,california,23320,orange,Immigration Group
March,91016,UK,california,2950,los angeles,Strategic Director Border
February,90680,UK,california,29750,orange,Criminal & Detention Group
February,92683,UK,california,6970,orange,Resource Management Group
March,99032,UK,washington,250,lincoln,HROD
March,91746,UK,california,3700,los angeles,Strategic Director Border
March,92841,UK,california,500,orange,OSCT
February,92804,UK,california,1350,orange,Group HR
March,91706,UK,california,800,los angeles,Strategic Director Border
February,91745,UK,california,1250,los angeles,Strategic Director Border
March,92646,UK,california,1900,orange,Immigration Group
March,91010,UK,california,8400,los angeles,SIG
March,92833,UK,california,1700,orange,HROD
March,92708,UK,california,17082,orange,International Group
March,92801,UK,california,200,orange,Strategic Director Border
April,90631,UK,california,1500,los angeles,Immigration Group
March,89445,UK,nevada,5000,pershing,Science & Research Group
March,91790,UK,california,954,los angeles,Science & Research Group
May,92843,UK,california,1250,orange,Strategic Director Border
March,92840,UK,california,250,orange,Strategic Director Border
March,92663,UK,california,49617,orange,Immigration Group
February,92832,UK,california,300,orange,Strategic Director Border
March,92802,UK,california,500,orange,Immigration Group
March,92627,UK,california,13885,orange,Criminal & Detention Group
February,92835,UK,california,4250,orange,International Directorate
March,92626,UK,california,28950,orange,Criminal & Detention Group
March,92805,UK,california,1000,orange,Strategic Director Border
March,92704,UK,california,1750,orange,OSCT
May,92661,UK,california,12251,orange,Strategic Director Border
February,91791,UK,california,3050,los angeles,UKBA
February,91748,UK,california,4251,los angeles,Strategic Director Border
March,92821,UK,california,2950,orange,Science & Research Group
March,92831,UK,california,1870,orange,HMIC
February,93527,UK,california,1000,inyo,Group HR
March,92662,UK,california,16400,orange,International Group
March,91723,UK,california,2000,los angeles,Science & Research Group
March,92706,UK,california,5500,orange,HMIC
February,92660,UK,california,290232,orange,Strategic Director Border
February,92806,UK,california,6150,orange,Strategic Director Border
March,92707,UK,california,14550,orange,Strategic Director Border
February,92625,UK,california,75050,orange,Strategic Director Border
February,92701,UK,california,200,orange,Finance & Commercial Group
March,91724,UK,california,3150,los angeles,Immigration Group
February,91741,UK,california,8615,los angeles,Strategic Director Border
February,91740,UK,california,250,los angeles,Strategic Director Border
March,92870,UK,california,1300,orange,Strategic Director Border
March,91789,UK,california,5073,los angeles,Strategic Director Border
February,92865,UK,california,1716,orange,Strategic Director Border
March,92866,UK,california,2855,orange,Strategic Director Border
March,92657,UK,california,141910,orange,Immigration Group
February,92617,UK,california,2700,orange,HMIC
March,92867,UK,california,14090,orange,OSCT
February,92614,UK,california,270929,orange,Legal Advisors Branch
February,92780,UK,california,23031,orange,Resource Management Group
February,97814,UK,oregon,850,baker,Resource Management Group
March,92705,UK,california,30971,orange,Strategic Director Border
March,91773,UK,california,2895,los angeles,Strategic Director Border
February,92612,UK,california,28584,orange,Strategic Director Border
February,91765,UK,california,3460,los angeles,Criminal & Detention Group
March,99157,UK,washington,1000,stevens,Strategy & Reform Directorate
March,92861,UK,california,5100,orange,Strategy & Reform Directorate
February,92606,UK,california,3600,orange,Strategic Director Border
March,92886,UK,california,13695,orange,HMIC
March,92869,UK,california,13326,orange,International Group
February,92807,UK,california,19266,orange,Strategic Director Border
March,92604,UK,california,3550,orange,International Directorate
February,92782,UK,california,3700,orange,OSCT
April,92651,UK,california,68200,orange,Strategic Director Border
March,91750,UK,california,970,los angeles,HMIC
March,92602,UK,california,9444,orange,Science & Research Group
February,99114,UK,washington,2500,stevens,Strategic Director Border
April,92603,UK,california,32900,orange,Group HR
March,92620,UK,california,4902,orange,Science & Research Group
March,91766,UK,california,619,los angeles,Immigration Group
February,92618,Non EEA,california,554738,orange,Strategic Director Border
February,92808,Non EEA,california,6700,orange,Strategic Director Border
February,91767,Non EEA,california,220,los angeles,Strategic Director Border
March,92887,UK,california,1250,orange,Science & Research Group
March,99109,UK,washington,500,stevens,Immigration Group
February,92656,UK,california,4350,orange,Strategic Director Border
February,91709,UK,california,4020,san bernardino,Strategic Director Border
March,92637,UK,california,1750,orange,Strategic Director Border
March,91711,UK,california,25388,los angeles,OSCT
March,92653,UK,california,14075,orange,Immigration Group
February,92629,UK,california,23537,orange,Strategic Director Border
February,92677,UK,california,88985,orange,Strategic Director Border
February,92630,UK,california,1450,orange,Strategic Director Border
April,99022,UK,washington,5000,spokane,OSCT
March,91710,EEA,california,1000,san bernardino,Immigration Group
March,93555,UK,california,250,kern,Strategic Director Border
March,92610,UK,california,7900,orange,Science & Research Group
February,92691,UK,california,1156,orange,Strategic Director Border
March,91762,EEA,california,250,san bernardino,Strategic Director Border
April,92624,UK,california,3500,orange,OSCT
March,91784,Non EEA,california,2855,san bernardino,International Group
March,91759,UK,california,596,los angeles,Science & Research Group
March,92675,UK,california,32750,orange,Criminal & Detention Group
March,91786,EEA,california,3950,san bernardino,Strategic Director Border
March,89047,EEA,nevada,250,esmeralda,Strategic Director Border
March,92692,UK,california,27683,orange,Immigration Group
February,92694,UK,california,17150,orange,Strategic Director Border
February,92397,UK,california,250,los angeles,Strategic Director Border
February,92673,UK,california,6300,orange,Resource Management Group
March,91764,UK,california,794,san bernardino,Strategic Director Border
February,92672,UK,california,17226,orange,Strategic Director Border
March,91761,UK,california,5276,san bernardino,Immigration Group
February,99004,UK,washington,250,spokane,Strategic Director Border
March,92688,UK,california,17585,orange,Criminal & Detention Group
February,92880,UK,california,4390,riverside,Strategic Director Border
March,99148,EEA,washington,24,stevens,Strategic Director Border
March,99026,EEA,washington,700,spokane,Strategic Director Border
April,91701,Non EEA,california,550,san bernardino,Science & Research Group
March,92882,EEA,california,3784,riverside,Strategic Director Border
April,99001,UK,washington,1570,spokane,OSCT
March,91730,UK,california,5875,san bernardino,Strategic Director Border
February,92679,UK,california,20650,orange,OSCT
March,91737,UK,california,1250,san bernardino,HMIC
March,99347,UK,washington,2500,columbia,Criminal & Detention Group
March,92860,UK,california,500,riverside,OSCT
March,92879,UK,california,2600,riverside,Strategic Director Border
March,92881,UK,california,10800,riverside,Science & Research Group
March,91752,UK,california,2850,riverside,Crime & Policing Group
February,91739,UK,california,10024,san bernardino,Strategic Director Border
February,92301,UK,california,200,san bernardino,Finance & Commercial Group
February,99224,UK,washington,3820,spokane,Strategic Director Border
February,92505,UK,california,4600,riverside,HMIC
April,99006,UK,washington,320,stevens,Group HR
March,92883,UK,california,2600,riverside,Strategic Director Border
March,92336,UK,california,1000,san bernardino,Strategic Director Border
February,92335,UK,california,2500,san bernardino,Strategic Director Border
March,92509,UK,california,660,san bernardino,Strategic Director Border
February,99205,UK,washington,2686,spokane,HMIC
February,99208,UK,washington,7130,spokane,Strategic Director Border
March,99201,UK,washington,5750,spokane,Science & Research Group
February,99204,UK,washington,1820,spokane,Group HR
March,99218,UK,washington,8470,spokane,Strategic Director Border
February,92504,UK,california,2050,riverside,Strategic Director Border
March,99203,UK,washington,17440,spokane,OSCT
February,99207,UK,washington,500,spokane,Strategic Director Border
February,93562,UK,california,1220,san bernardino,Group HR
February,99202,UK,washington,3500,spokane,Strategic Director Border
April,99005,UK,washington,1850,spokane,OSCT
February,92506,UK,california,57319,riverside,Strategic Director Border
February,92501,UK,california,5515,riverside,IPS
February,92054,UK,california,6000,san diego,Policy & Strategy
March,92395,UK,california,5350,san bernardino,Criminal & Detention Group
March,99223,UK,washington,31446,spokane,Strategic Director Border
March,92407,Non EEA,california,1650,san bernardino,International Group
March,92394,Non EEA,california,750,san bernardino,International Group
February,92392,UK,california,250,san bernardino,Strategy & Reform Directorate
March,92530,Non EEA,california,1000,orange,International Group
March,92345,UK,california,743,san bernardino,CRB
March,99217,UK,washington,500,spokane,CRB
March,92507,UK,california,4600,riverside,CRB
March,97918,UK,oregon,2000,malheur,CRB
March,92008,UK,california,47460,san diego,CRB
March,92532,UK,california,475,riverside,CRB
April,92508,UK,california,10970,riverside,CRB
April,92324,UK,california,2950,san bernardino,CRB
May,99212,UK,washington,4700,spokane,CRB
March,92057,UK,california,30775,san diego,IPS
March,92410,UK,california,500,san bernardino,IPS
March,99180,UK,washington,250,pend oreille,IPS
March,92011,UK,california,19100,san diego,IPS
March,92325,UK,california,1500,san bernardino,IPS
March,92056,UK,california,3000,san diego,IPS
March,92010,UK,california,2100,san diego,IPS
March,92007,UK,california,250,san diego,IPS
March,92408,UK,california,500,san bernardino,IPS
March,92518,UK,california,500,riverside,IPS
March,92024,UK,california,11200,san diego,IPS
March,92009,UK,california,21065,san diego,IPS
March,92404,UK,california,2244,san bernardino,IPS
March,92037,UK,california,101561,san diego,IPS
March,92075,UK,california,14100,san diego,IPS
March,92595,UK,california,750,riverside,IPS
March,92014,UK,california,20220,san diego,IPS
March,99206,UK,washington,6200,spokane,IPS
March,92354,UK,california,750,san bernardino,IPS
March,92562,UK,california,6863,riverside,IPS
March,92587,UK,california,500,riverside,IPS
March,99401,UK,washington,250,asotin,IPS
March,92557,UK,california,1000,riverside,IPS
March,92083,UK,california,500,san diego,IPS
March,92107,UK,california,2417,san diego,IPS
April,92109,UK,california,17600,san diego,IPS
March,92081,UK,california,4900,san diego,IPS
March,92106,UK,california,29007,san diego,IPS
March,99021,UK,washington,250,spokane,IPS
March,92130,UK,california,39940,san diego,IPS
March,99216,UK,washington,450,spokane,IPS
March,92084,UK,california,12450,san diego,IPS
March,92091,UK,california,7475,san diego,IPS
March,92122,UK,california,4800,san diego,IPS
March,92590,UK,california,12110,riverside,IPS
March,92121,UK,california,40450,san diego,IPS
March,92028,UK,california,5250,riverside,IPS
March,92067,UK,california,197778,san diego,IPS
March,92110,UK,california,6884,san diego,IPS
March,92346,UK,california,26850,san bernardino,IPS
March,99037,UK,washington,570,spokane,IPS
March,92117,UK,california,2750,san diego,IPS
February,92352,UK,california,500,san bernardino,IPS
March,92584,UK,california,500,riverside,IPS
March,99163,UK,washington,11550,whitman,IPS
March,97846,UK,oregon,250,wallowa,IPS
March,92307,UK,california,1050,san bernardino,IPS
March,92118,UK,california,10399,san diego,IPS
March,92585,UK,california,25,riverside,IPS
March,92373,UK,california,13424,riverside,IPS
March,92069,UK,california,5940,san diego,IPS
March,99156,UK,washington,1000,pend oreille,IPS
March,92374,UK,california,8955,san bernardino,IPS
March,92111,UK,california,6405,san diego,IPS
March,92555,UK,california,850,riverside,IPS
March,92103,UK,california,6345,san diego,IPS
November,92101,UK,california,41954,san diego,IPS
March,92078,UK,california,3055,san diego,IPS
April,92563,UK,california,500,riverside,IPS
April,99016,UK,washington,4950,spokane,IPS
March,92126,UK,california,6250,san diego,IPS
March,92108,UK,california,14989,san diego,IPS
March,92123,UK,california,11850,san diego,IPS
February,92104,UK,california,550,san diego,IPS
March,92102,UK,california,750,san diego,IPS
March,92129,UK,california,6250,san diego,IPS
March,92116,UK,california,1618,san diego,IPS
March,92029,UK,california,18200,san diego,IPS
March,92026,UK,california,7249,san diego,IPS
February,92127,UK,california,115934,san diego,IPS
March,92382,UK,california,550,san bernardino,IPS
March,92124,UK,california,2950,san diego,IPS
March,92105,UK,california,850,san diego,IPS
March,91950,UK,california,250,san diego,IPS
March,89820,UK,nevada,10,lander,IPS
March,99019,UK,washington,2200,spokane,IPS
March,92131,UK,california,5317,san diego,IPS
May,99403,UK,washington,750,garfield,IPS
March,92596,UK,california,1000,riverside,IPS
March,92592,UK,california,23746,riverside,IPS
March,92120,UK,california,14034,san diego,IPS
March,97901,UK,oregon,290,malheur,IPS
March,92025,UK,california,9720,san diego,IPS
March,92128,UK,california,12365,san diego,IPS
March,92115,UK,california,1135,san diego,IPS
May,91910,UK,california,8750,san diego,IPS
March,91911,UK,california,2368,san diego,IPS
March,92154,UK,california,17500,san diego,IPS
March,92399,UK,california,1000,riverside,IPS
March,92320,UK,california,1000,riverside,IPS
March,92064,UK,california,31126,san diego,IPS
March,91945,UK,california,852,san diego,IPS
March,92027,UK,california,1750,san diego,IPS
February,91902,UK,california,2850,san diego,IPS
March,92119,UK,california,14500,san diego,IPS
March,92545,UK,california,1800,riverside,IPS
March,91942,UK,california,10000,san diego,IPS
March,91941,UK,california,15100,san diego,IPS
March,89310,UK,nevada,792,nye,IPS
March,92082,UK,california,12300,san diego,IPS
March,92582,UK,california,3150,riverside,IPS
March,91977,UK,california,640,san diego,IPS
March,97914,UK,oregon,1500,malheur,IPS
April,92071,UK,california,13733,san diego,IPS
April,91913,UK,california,3750,san diego,IPS
March,83501,UK,idaho,1416,nez perce,IPS
March,83843,UK,idaho,250,latah,IPS
March,92223,UK,california,250,riverside,IPS
March,92543,UK,california,500,riverside,IPS
March,92020,UK,california,24595,san diego,IPS
April,92061,UK,california,1000,san diego,IPS
March,91914,UK,california,10000,san diego,IPS
March,91915,UK,california,750,san diego,IPS
March,83854,UK,idaho,2450,kootenai,IPS
March,83855,UK,idaho,250,latah,IPS
April,92021,UK,california,4400,san diego,IPS
April,92544,UK,california,8180,riverside,IPS
April,92356,UK,california,200,san bernardino,IPS
March,92019,UK,california,47547,san diego,IPS
March,92040,UK,california,19450,san diego,IPS
March,92315,UK,california,670,san bernardino,IPS
April,92220,UK,california,28650,riverside,IPS
April,92314,UK,california,250,san bernardino,IPS
March,92065,UK,california,1750,san diego,IPS
March,92058,UK,california,250,san diego,IPS
March,89003,UK,nevada,250,nye,IPS
March,92386,UK,california,920,san bernardino,IPS
April,91935,UK,california,1500,san diego,IPS
March,83656,UK,idaho,1000,canyon,IPS
March,83815,UK,idaho,400,kootenai,IPS
May,83814,UK,idaho,1290,kootenai,IPS
March,92230,UK,california,5200,riverside,ISA
March,83835,UK,idaho,1500,kootenai,ISA
April,91901,UK,california,21522,san diego,ISA
March,83535,UK,idaho,668,nez perce,Policy & Strategy
March,83834,UK,idaho,1000,latah,Private Office
March,92086,UK,california,500,san diego,Strategic Director Border
March,91916,UK,california,250,san diego,Policy & Strategy
March,83686,EEA,idaho,1000,canyon,Strategic Director Border
March,92561,EEA,california,2100,riverside,Strategic Director Border
March,83864,UK,idaho,6100,bonner,Immigration Group
March,92262,EEA,california,7915,riverside,Strategic Director Border
March,83687,UK,idaho,500,ada,Strategic Director Border
March,92264,UK,california,12920,riverside,Strategic Director Border
March,92240,UK,california,300,riverside,Strategic Director Border
March,83669,EEA,idaho,200,ada,Strategic Director Border
March,83650,UK,idaho,500,owyhee,Strategic Director Border
March,91906,UK,california,500,san diego,Immigration Group
April,92234,UK,california,250,riverside,OSCT
March,89020,UK,nevada,200,nye,Strategic Director Border
March,83646,UK,idaho,228,ada,Strategic Director Border
March,92270,UK,california,11235,riverside,Strategy & Reform Directorate
March,92284,UK,california,2700,san bernardino,Strategic Director Border
March,83805,UK,idaho,3700,boundary,OSCT
March,83642,UK,idaho,6650,ada,Strategic Director Border
March,92260,UK,california,34196,riverside,International Group
March,83616,UK,idaho,1750,gem,Strategic Director Border
March,92210,UK,california,45850,riverside,Strategic Director Border
March,92211,UK,california,2850,riverside,International Group
March,92253,EEA,california,4465,riverside,Strategic Director Border
March,83709,UK,idaho,2700,ada,Strategic Director Border
March,92252,UK,california,501,san bernardino,Science & Research Group
March,83714,UK,idaho,220,ada,Strategic Director Border
March,83703,UK,idaho,450,ada,Immigration Group
March,92203,UK,california,550,riverside,Finance & Commercial Group
March,92201,UK,california,250,riverside,Policy & Strategy
March,83705,UK,idaho,927,ada,Resource Management Group
March,83702,UK,idaho,46143,ada,Private Office
March,83706,UK,idaho,1275,ada,Strategic Director Border
March,83712,UK,idaho,9800,ada,Strategy & Reform Directorate
April,83811,UK,idaho,1200,bonner,Immigration Group
March,83530,UK,idaho,300,idaho,Strategy & Reform Directorate
March,83638,UK,idaho,1000,idaho,OSCT
March,92277,UK,california,1000,riverside,Strategic Director Border
March,59844,UK,montana,250,sanders,Immigration Group
March,89061,EEA,california,500,inyo,Strategic Director Border
March,89061,UK,nevada,500,nye,Immigration Group
March,59935,UK,montana,302,lincoln,Strategic Director Border
March,89801,UK,nevada,1125,elko,OSCT
March,89314,UK,nevada,9800,nye,Strategic Director Border
March,89081,UK,nevada,1335,clark,Strategic Director Border
March,83647,UK,idaho,200,elmore,Science & Research Group
March,92243,UK,california,450,imperial,Strategic Director Border
March,92249,UK,california,500,imperial,HMIC
March,92227,UK,california,5750,imperial,Policy & Strategy
March,92231,UK,california,300,imperial,Immigration Group
March,89823,UK,nevada,1500,elko,OSCT
March,89161,UK,nevada,1000,clark,Strategic Director Border
March,89124,UK,nevada,500,nye,International Group
March,92250,UK,california,7000,imperial,Policy & Strategy
March,89178,UK,nevada,3236,clark,Strategy & Reform Directorate
